ID_Registro,ID_Lote,ID_Local,Categoria,Producto,Stock_Unidades,Costo_Unitario_USD,Precio_Venta_USD,Fecha_Ingreso,Fecha_Vencimiento,RSL_Dias_Remanentes,Rotacion_Diaria_Promedio,Dias_Para_Agotar_Stock,Condicion_Almacenamiento,Tiempo_Transito_Horas,Costo_Transporte_Unit_USD,Alerta_Sistema_Predictivo,Accion_Control_Interno,Estado_Merma,Unidades_Mermadas,Valor_Merma_USD
REG-000103,LOT-2025-3736,POS-009,Consumo Masivo,Snack Papas Fritas 150g,149,0.4,0.84,2026-02-23,2026-11-03,46,2.39,62.1,Optima,6.0,0.379,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-000104,LOT-2025-1892,POS-015,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,141,0.25,0.79,2025-11-19,2027-09-10,357,0.76,183.1,Desviación Menor,4.5,0.289,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000105,LOT-2025-1954,POS-002,Farmacia/Medicamentos,Omeprazol 20mg Cap,180,0.51,1.5,2026-03-30,2026-09-02,-16,10.28,17.5,Optima,2.2,0.155,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,180,91.8
REG-000106,LOT-2025-6233,POS-008,Consumo Masivo,Snack Papas Fritas 150g,44,0.4,0.86,2026-07-22,2026-10-14,26,8.53,5.2,Optima,0.4,0.042,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000107,LOT-2025-5311,POS-019,Consumo Masivo,Galletas Integrales 200g,185,0.52,1.12,2025-12-29,2026-11-30,73,10.23,18.1,Optima,4.4,0.283,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000108,LOT-2025-5795,POS-007,Consumo Masivo,Leche Entera Larga Vida 1L,164,0.67,0.93,2026-06-19,2026-08-29,-20,5.09,32.2,Optima,4.2,0.272,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,164,109.88
REG-000109,LOT-2025-3403,POS-002,Consumo Masivo,Leche Entera Larga Vida 1L,159,0.63,0.94,2026-06-09,2026-08-23,-26,14.72,10.8,Optima,5.8,0.368,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,159,100.17
REG-000110,LOT-2025-8009,POS-024,Consumo Masivo,Galletas Integrales 200g,64,0.48,1.11,2026-08-09,2026-12-09,82,2.77,23.0,Optima,0.8,0.067,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000111,LOT-2025-8059,POS-004,Farmacia/Medicamentos,Omeprazol 20mg Cap,197,0.48,1.52,2026-02-05,2027-07-03,288,0.96,203.1,Optima,5.5,0.349,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000112,LOT-2025-3353,POS-014,Consumo Masivo,Leche Entera Larga Vida 1L,33,0.65,0.96,2026-01-16,2026-09-09,-9,0.43,75.0,Optima,2.2,0.152,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,33,21.45
REG-000113,LOT-2025-4356,POS-004,Farmacia/Medicamentos,Vitamina C 1000mg Comp,292,0.36,1.1,2025-06-06,2026-12-27,100,1.33,217.9,Optima,0.8,0.067,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000114,LOT-2025-4778,POS-017,Consumo Masivo,Galletas Integrales 200g,261,0.5,1.12,2025-03-25,2027-01-11,115,4.88,53.4,Optima,4.3,0.277,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000115,LOT-2025-2980,POS-003,Farmacia/Medicamentos,Paracetamol 500mg Tab,31,0.15,0.45,2026-05-07,2027-03-30,193,14.53,2.1,Optima,3.9,0.251,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000116,LOT-2025-4676,POS-021,Farmacia/Medicamentos,Omeprazol 20mg Cap,185,0.52,1.52,2026-01-22,2027-05-05,229,13.69,13.5,Desviación Menor,3.9,0.256,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000117,LOT-2025-8725,POS-015,Farmacia/Medicamentos,Paracetamol 500mg Tab,121,0.15,0.45,2026-06-05,2028-02-15,515,8.89,13.6,Optima,1.8,0.13,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000118,LOT-2025-4788,POS-017,Farmacia/Medicamentos,Amoxicilina 500mg Cap,170,0.81,2.19,2026-05-10,2026-11-10,53,4.45,38.1,Optima,1.1,0.083,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000119,LOT-2025-3043,POS-006,Consumo Masivo,Bebida Energizante 500ml,50,0.7,1.48,2026-02-05,2027-01-01,105,2.22,22.4,Optima,2.4,0.163,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000120,LOT-2025-3720,POS-010,Consumo Masivo,Snack Papas Fritas 150g,158,0.39,0.85,2026-08-12,2027-01-19,123,6.01,26.2,Optima,2.8,0.188,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000121,LOT-2025-1089,POS-014,Agroquímicos,Insecticida Cyper 200 EC 1L,127,4.07,10.85,2025-11-01,2027-03-12,175,0.57,219.0,Desviación Menor,2.8,0.188,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-000122,LOT-2025-1552,POS-018,Consumo Masivo,Galletas Integrales 200g,11,0.51,1.11,2025-11-14,2027-01-07,111,9.95,1.1,Optima,3.6,0.234,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000123,LOT-2025-1021,POS-003,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,29,0.26,0.79,2025-01-12,2026-09-14,-4,13.09,2.2,Optima,1.6,0.116,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,29,7.54
REG-000124,LOT-2025-9941,POS-004,Consumo Masivo,Leche Entera Larga Vida 1L,215,0.67,0.96,2025-11-03,2026-11-23,66,3.5,61.3,Desviación Crítica,2.9,0.191,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000125,LOT-2025-9946,POS-003,Farmacia/Medicamentos,Paracetamol 500mg Tab,8,0.16,0.44,2025-06-08,2026-10-09,21,11.06,0.7,Optima,4.9,0.316,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000126,LOT-2025-7295,POS-018,Consumo Masivo,Galletas Integrales 200g,266,0.5,1.08,2026-05-27,2026-09-29,11,9.86,27.0,Desviación Crítica,4.9,0.312,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,134,67.0
REG-000127,LOT-2025-1529,POS-008,Consumo Masivo,Leche Entera Larga Vida 1L,18,0.63,0.96,2026-04-23,2026-10-14,26,14.57,1.2,Optima,1.9,0.137,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000128,LOT-2025-5648,POS-022,Consumo Masivo,Bebida Energizante 500ml,149,0.71,1.5,2025-03-25,2026-11-11,54,5.93,25.1,Desviación Menor,1.9,0.133,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000129,LOT-2025-5356,POS-001,Consumo Masivo,Galletas Integrales 200g,199,0.49,1.09,2025-10-14,2026-09-12,-6,6.69,29.7,Optima,2.5,0.173,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,199,97.51
REG-000130,LOT-2025-6897,POS-012,Consumo Masivo,Leche Entera Larga Vida 1L,68,0.65,0.95,2026-05-28,2026-08-22,-27,5.45,12.5,Optima,2.9,0.194,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,68,44.2
REG-000131,LOT-2025-7052,POS-015,Agroquímicos,Glifosato 480 SL 1L,211,3.6,8.57,2025-06-05,2026-12-03,76,8.42,25.0,Optima,3.9,0.256,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000132,LOT-2025-4953,POS-014,Farmacia/Medicamentos,Vitamina C 1000mg Comp,165,0.37,1.08,2025-04-29,2026-10-31,43,7.66,21.5,Optima,6.1,0.385,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000133,LOT-2025-9467,POS-021,Farmacia/Medicamentos,Omeprazol 20mg Cap,189,0.48,1.53,2025-11-02,2026-12-11,84,8.74,21.6,Optima,4.5,0.29,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000134,LOT-2025-4249,POS-023,Agroquímicos,Fertilizante Foliar 1L,238,2.02,4.93,2025-11-04,2027-06-02,257,11.02,21.6,Optima,2.4,0.161,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000135,LOT-2025-9320,POS-023,Agroquímicos,Fertilizante Foliar 1L,197,2.04,5.09,2025-06-24,2028-04-30,590,12.59,15.6,Desviación Menor,5.3,0.337,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000136,LOT-2025-7257,POS-018,Agroquímicos,Fertilizante Foliar 1L,293,2.18,5.05,2025-12-11,2028-10-29,772,9.05,32.3,Desviación Menor,3.8,0.246,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000137,LOT-2025-4124,POS-016,Agroquímicos,Mancozeb 80% WP 1Kg,173,2.76,6.12,2026-07-29,2027-07-04,289,14.9,11.6,Optima,2.1,0.149,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000138,LOT-2025-4230,POS-009,Farmacia/Medicamentos,Amoxicilina 500mg Cap,133,0.79,2.18,2025-01-19,2026-09-25,7,1.89,70.0,Optima,2.5,0.167,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-000139,LOT-2025-8232,POS-012,Agroquímicos,Insecticida Cyper 200 EC 1L,228,4.28,10.95,2026-04-18,2027-12-05,443,5.66,40.2,Optima,5.7,0.361,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000140,LOT-2025-8010,POS-008,Agroquímicos,Mancozeb 80% WP 1Kg,121,2.87,6.2,2025-03-26,2026-10-20,32,12.23,9.9,Optima,3.5,0.233,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000141,LOT-2025-5399,POS-005,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,25,0.25,0.81,2025-11-22,2027-08-01,317,3.02,8.3,Optima,1.4,0.104,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000142,LOT-2025-6243,POS-015,Farmacia/Medicamentos,Omeprazol 20mg Cap,56,0.49,1.48,2025-05-21,2026-10-06,18,10.08,5.6,Desviación Menor,4.1,0.268,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000143,LOT-2025-8311,POS-010,Agroquímicos,Mancozeb 80% WP 1Kg,267,2.77,6.32,2025-03-31,2026-09-06,-12,10.25,26.0,Optima,3.8,0.245,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,267,739.59
REG-000144,LOT-2025-4654,POS-024,Consumo Masivo,Leche Entera Larga Vida 1L,176,0.63,0.97,2026-03-28,2026-10-26,38,0.75,231.6,Optima,3.3,0.218,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000145,LOT-2025-8285,POS-021,Consumo Masivo,Leche Entera Larga Vida 1L,156,0.67,0.96,2026-01-13,2026-11-13,56,5.37,29.0,Optima,1.1,0.089,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000146,LOT-2025-6699,POS-018,Consumo Masivo,Galletas Integrales 200g,179,0.5,1.11,2025-05-26,2026-11-10,53,3.61,49.4,Desviación Menor,4.2,0.275,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000147,LOT-2025-1630,POS-021,Farmacia/Medicamentos,Vitamina C 1000mg Comp,142,0.35,1.1,2025-06-09,2027-05-12,236,3.93,36.0,Optima,4.8,0.311,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000148,LOT-2025-8421,POS-025,Consumo Masivo,Bebida Energizante 500ml,129,0.71,1.51,2026-07-08,2027-01-01,105,10.79,11.9,Optima,6.0,0.38,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000149,LOT-2025-3349,POS-019,Agroquímicos,Mancozeb 80% WP 1Kg,77,2.82,6.14,2025-02-05,2027-01-11,115,4.92,15.6,Optima,4.5,0.287,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000150,LOT-2025-1707,POS-013,Agroquímicos,Mancozeb 80% WP 1Kg,234,2.85,6.09,2025-06-09,2026-09-10,-8,8.93,26.2,Optima,1.3,0.1,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,234,666.9
REG-000151,LOT-2025-3428,POS-003,Farmacia/Medicamentos,Amoxicilina 500mg Cap,154,0.84,2.21,2025-07-28,2026-09-10,-8,8.48,18.1,Desviación Menor,2.1,0.149,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,154,129.36
REG-000152,LOT-2025-4374,POS-025,Farmacia/Medicamentos,Amoxicilina 500mg Cap,148,0.77,2.2,2025-01-12,2026-09-05,-13,5.8,25.5,Optima,3.1,0.206,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,148,113.96
REG-000153,LOT-2025-7099,POS-008,Consumo Masivo,Leche Entera Larga Vida 1L,165,0.67,0.95,2026-02-10,2026-10-04,16,9.17,18.0,Optima,5.9,0.372,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000154,LOT-2025-5576,POS-023,Farmacia/Medicamentos,Amoxicilina 500mg Cap,194,0.79,2.19,2026-03-25,2026-12-19,92,6.76,28.7,Optima,1.6,0.116,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000155,LOT-2025-9453,POS-003,Consumo Masivo,Bebida Energizante 500ml,46,0.73,1.52,2026-05-05,2026-10-21,33,8.14,5.6,Optima,4.2,0.271,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000156,LOT-2025-8629,POS-006,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,210,0.26,0.79,2026-08-01,2027-04-07,201,14.64,14.3,Optima,0.8,0.071,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000157,LOT-2025-9984,POS-022,Farmacia/Medicamentos,Paracetamol 500mg Tab,29,0.15,0.45,2026-01-16,2027-07-25,310,10.03,2.9,Optima,4.0,0.257,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000158,LOT-2025-8137,POS-004,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,24,0.24,0.81,2025-05-08,2026-10-03,15,6.65,3.6,Optima,3.6,0.234,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-000159,LOT-2025-5349,POS-002,Agroquímicos,Insecticida Cyper 200 EC 1L,271,4.15,11.03,2025-12-11,2028-03-11,540,11.34,23.9,Optima,5.4,0.344,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000160,LOT-2025-9648,POS-023,Farmacia/Medicamentos,Omeprazol 20mg Cap,267,0.48,1.52,2026-05-09,2027-09-11,358,10.41,25.6,Optima,0.3,0.04,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000161,LOT-2025-2638,POS-008,Consumo Masivo,Bebida Energizante 500ml,235,0.68,1.48,2026-02-24,2026-08-26,-23,10.89,21.6,Optima,5.0,0.32,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,235,159.8
REG-000162,LOT-2025-6693,POS-003,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,187,0.25,0.79,2026-08-21,2028-05-11,601,6.3,29.6,Optima,6.0,0.379,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000163,LOT-2025-8758,POS-021,Consumo Masivo,Snack Papas Fritas 150g,260,0.39,0.85,2025-01-13,2026-10-24,36,1.56,165.6,Optima,5.1,0.328,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-000164,LOT-2025-5719,POS-018,Farmacia/Medicamentos,Paracetamol 500mg Tab,46,0.15,0.46,2026-07-08,2026-11-25,68,13.39,3.4,Desviación Menor,0.7,0.059,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000165,LOT-2025-4191,POS-009,Consumo Masivo,Snack Papas Fritas 150g,288,0.4,0.84,2025-01-10,2026-09-23,5,9.59,30.0,Optima,4.9,0.314,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-000166,LOT-2025-8088,POS-015,Consumo Masivo,Bebida Energizante 500ml,91,0.7,1.48,2026-02-20,2026-10-09,21,10.24,8.9,Optima,2.4,0.164,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000167,LOT-2025-4456,POS-013,Consumo Masivo,Bebida Energizante 500ml,232,0.67,1.53,2025-10-04,2026-12-21,94,5.31,43.6,Optima,3.6,0.236,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000168,LOT-2025-9754,POS-011,Farmacia/Medicamentos,Vitamina C 1000mg Comp,42,0.36,1.11,2025-11-16,2026-09-29,11,1.33,31.3,Optima,2.2,0.155,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-000169,LOT-2025-4839,POS-008,Agroquímicos,Mancozeb 80% WP 1Kg,221,2.85,6.08,2026-01-17,2026-12-31,104,8.0,27.6,Optima,3.1,0.204,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000170,LOT-2025-3196,POS-004,Farmacia/Medicamentos,Amoxicilina 500mg Cap,15,0.81,2.21,2025-12-17,2026-10-28,40,0.75,19.7,Optima,3.9,0.253,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000171,LOT-2025-6784,POS-008,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,292,0.25,0.79,2026-02-18,2026-12-06,79,7.49,38.9,Optima,4.0,0.257,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000172,LOT-2025-6341,POS-023,Consumo Masivo,Galletas Integrales 200g,130,0.52,1.09,2026-02-01,2026-08-28,-21,12.65,10.3,Optima,3.6,0.236,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,130,67.6
REG-000173,LOT-2025-9789,POS-022,Consumo Masivo,Snack Papas Fritas 150g,54,0.4,0.86,2026-06-25,2026-09-04,-14,3.28,16.4,Optima,2.4,0.165,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,54,21.6
REG-000174,LOT-2025-9652,POS-022,Agroquímicos,Glifosato 480 SL 1L,299,3.59,8.54,2025-01-19,2026-10-02,14,8.7,34.3,Desviación Menor,6.0,0.377,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-000175,LOT-2025-9553,POS-016,Consumo Masivo,Galletas Integrales 200g,14,0.51,1.12,2025-04-14,2026-12-17,90,11.16,1.3,Optima,5.7,0.362,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000176,LOT-2025-3159,POS-013,Agroquímicos,Fertilizante Foliar 1L,213,2.0,5.05,2026-07-20,2027-03-28,191,0.26,788.9,Optima,4.8,0.305,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000177,LOT-2025-3634,POS-016,Farmacia/Medicamentos,Omeprazol 20mg Cap,24,0.52,1.49,2026-01-16,2026-09-24,6,11.73,2.0,Optima,4.1,0.265,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-000178,LOT-2025-6588,POS-022,Agroquímicos,Glifosato 480 SL 1L,277,3.34,8.39,2025-07-07,2026-09-22,4,8.86,31.2,Optima,0.6,0.055,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,125,417.5
REG-000179,LOT-2025-7841,POS-023,Consumo Masivo,Galletas Integrales 200g,163,0.51,1.11,2026-08-17,2027-03-11,174,0.44,362.2,Optima,1.8,0.128,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000180,LOT-2025-1663,POS-013,Consumo Masivo,Snack Papas Fritas 150g,187,0.41,0.86,2025-01-19,2026-12-24,97,3.61,51.7,Optima,3.0,0.203,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000181,LOT-2025-3810,POS-015,Consumo Masivo,Galletas Integrales 200g,202,0.49,1.09,2025-07-17,2026-10-19,31,14.87,13.6,Optima,2.8,0.188,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000182,LOT-2025-4471,POS-005,Farmacia/Medicamentos,Vitamina C 1000mg Comp,39,0.37,1.09,2025-09-11,2027-05-09,233,6.5,6.0,Desviación Menor,2.5,0.173,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000183,LOT-2025-8999,POS-005,Farmacia/Medicamentos,Vitamina C 1000mg Comp,130,0.35,1.1,2026-08-05,2027-10-18,395,10.95,11.9,Optima,3.5,0.227,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000184,LOT-2025-3839,POS-025,Farmacia/Medicamentos,Paracetamol 500mg Tab,35,0.14,0.45,2025-07-07,2027-05-26,250,13.85,2.5,Optima,5.5,0.353,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000185,LOT-2025-2431,POS-012,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,186,0.24,0.79,2025-09-27,2027-02-28,163,6.49,28.6,Optima,2.0,0.139,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000186,LOT-2025-6675,POS-009,Farmacia/Medicamentos,Omeprazol 20mg Cap,74,0.48,1.52,2026-03-17,2026-09-09,-9,13.51,5.5,Optima,5.3,0.338,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,74,35.52
REG-000187,LOT-2025-2171,POS-024,Agroquímicos,Insecticida Cyper 200 EC 1L,169,4.16,11.14,2025-05-22,2026-09-26,8,14.72,11.5,Optima,3.5,0.23,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,83,345.28
REG-000188,LOT-2025-2938,POS-019,Consumo Masivo,Galletas Integrales 200g,200,0.52,1.09,2025-06-10,2026-12-28,101,6.33,31.5,Optima,2.4,0.163,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000189,LOT-2025-4062,POS-001,Agroquímicos,Glifosato 480 SL 1L,90,3.4,8.47,2025-02-12,2027-06-22,277,8.28,10.9,Optima,6.2,0.391,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000190,LOT-2025-4648,POS-010,Farmacia/Medicamentos,Amoxicilina 500mg Cap,129,0.81,2.18,2025-04-08,2026-12-23,96,11.26,11.4,Optima,6.2,0.392,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000191,LOT-2025-9103,POS-006,Consumo Masivo,Snack Papas Fritas 150g,281,0.42,0.86,2026-07-15,2026-09-29,11,2.55,109.8,Optima,3.0,0.198,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,114,47.88
REG-000192,LOT-2025-2749,POS-020,Consumo Masivo,Bebida Energizante 500ml,252,0.73,1.5,2025-01-26,2026-11-07,50,7.01,35.9,Desviación Menor,2.6,0.179,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000193,LOT-2025-2577,POS-020,Consumo Masivo,Bebida Energizante 500ml,271,0.71,1.52,2025-06-27,2026-10-23,35,3.14,86.0,Optima,4.0,0.262,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000194,LOT-2025-6416,POS-004,Farmacia/Medicamentos,Paracetamol 500mg Tab,272,0.15,0.46,2025-04-14,2026-10-14,26,2.57,105.4,Optima,3.0,0.197,Alerta Temprana: Redistribución Sugerida,Sin Acción,Merma Parcial,146,21.9
REG-000195,LOT-2025-5135,POS-006,Farmacia/Medicamentos,Paracetamol 500mg Tab,250,0.14,0.45,2025-09-17,2027-01-15,119,12.87,19.4,Optima,3.7,0.242,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000196,LOT-2025-8183,POS-001,Farmacia/Medicamentos,Vitamina C 1000mg Comp,251,0.36,1.11,2025-09-17,2026-10-31,43,2.03,123.0,Optima,3.5,0.23,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000197,LOT-2025-4864,POS-020,Consumo Masivo,Snack Papas Fritas 150g,138,0.4,0.87,2026-04-21,2026-12-27,100,10.68,12.9,Optima,3.7,0.242,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000198,LOT-2025-6569,POS-015,Agroquímicos,Glifosato 480 SL 1L,290,3.45,8.5,2025-05-11,2027-06-17,272,2.69,107.4,Optima,5.7,0.361,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000199,LOT-2025-9381,POS-001,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,79,0.26,0.81,2025-12-04,2027-02-10,145,9.8,8.1,Optima,4.0,0.259,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000200,LOT-2025-7416,POS-005,Consumo Masivo,Snack Papas Fritas 150g,205,0.42,0.85,2025-09-29,2026-10-19,31,9.86,20.8,Desviación Crítica,2.4,0.164,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000201,LOT-2025-9831,POS-003,Agroquímicos,Glifosato 480 SL 1L,121,3.4,8.45,2026-06-17,2027-07-28,313,6.18,19.5,Optima,5.9,0.376,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000202,LOT-2025-1459,POS-017,Consumo Masivo,Bebida Energizante 500ml,50,0.67,1.52,2025-04-25,2026-12-02,75,6.96,7.2,Desviación Menor,2.0,0.141,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000203,LOT-2025-6661,POS-014,Farmacia/Medicamentos,Paracetamol 500mg Tab,279,0.14,0.45,2025-06-03,2026-12-21,94,12.09,23.1,Optima,2.0,0.14,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-000204,LOT-2025-8230,POS-009,Farmacia/Medicamentos,Paracetamol 500mg Tab,168,0.15,0.46,2026-02-02,2026-09-29,11,1.54,108.4,Optima,1.8,0.13,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-000205,LOT-2025-2762,POS-009,Farmacia/Medicamentos,Paracetamol 500mg Tab,124,0.14,0.46,2026-05-29,2028-05-15,605,2.86,43.2,Optima,5.8,0.365,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
